num,dataset,variable group,Variable Type (SAS),core,variable,label,whereClause,dataType,length,fractionDigits,sasFieldName,codeList,displayFormat,role,mandatory,comment,method,methodName,note,lengthAsData,lengthAsCodeList,originType,originDescription,crfPages,VARIABLE_CODELIST
134,ADSL,ADSL Grouping Variables (Sponsor-Defined),Char,,COHORTG2,Pooled Cohort Group 2,,text,24,,COHORTG2,Pooled Cohort Group 2,,,No,,"If COHORT=""COHORT 9 (SUBCUTANEOUS)"" then COHORTG2=""COHORT 9 (SUBCUTANEOUS)"". Else if COHORT is not missing then COHORTG2=""COHORT 1-8 (INTRAVENOUS)""",MT.ADSL.COHORTG2,,TRUE,TRUE,Derived,,,COHORT 1-8 (INTRAVENOUS)@COHORT 9 (SUBCUTANEOUS)
135,ADSL,ADSL Baseline Variable (Sponsor-Defined),Num,,HEIGHTBL,Baseline Height (cm),,integer,3,,HEIGHTBL,,,,No,,,,,TRUE,,Predecessor,"VS.VSSTRESN where VS.VSTESTCD=""HEIGHT"" and VS.VSBLFL=""Y""",,
136,ADSL,ADSL Baseline Variable (Sponsor-Defined),Num,,WEIGHTBL,Baseline Weight (kg),,float,5,1,WEIGHTBL,,5.1,,No,,,,,TRUE,,Predecessor,"VS.VSSTRESN where VS.VSTESTCD=""WEIGHT"" and VS.VSBLFL=""Y""",,
137,ADSL,Sponsor-defined variable,Num,,LNWGHTBL,Natural Log of Baseline Weight (kg),,float,12,10,LNWGHTBL,,4.2,,No,,LNWGHTBL = ln(WEIGHTBL),MT.ADSL.LNWGHTBL,,TRUE,,Derived,,,
138,ADSL,ADSL Baseline Variable (Sponsor-Defined),Num,,BMIBL,Baseline Body Mass Index (kg/m^2),,float,4,1,BMIBL,,4.1,,No,,,,,TRUE,,Predecessor,"VS.VSSTRESN where VS.VSTESTCD=""BMI"" and VS.VSBLFL=""Y""",,
140,ADSL,Sponsor-defined variable,Char,,ADAPOSFL,ADA Positive at any Visit,,text,1,,ADAPOSFL,No Yes Response - N/Y,,,No,,"If IS.ISSTRESC=""POSITIVE"" for any visit then ADAPOSFL = ""Y"". ""N"" otherwise.",MT.ADSL.ADAPOSFL,,TRUE,TRUE,Derived,,,N@Y
141,ADSL,Sponsor-defined variable,Char,,ATTSCRV,Attended Screening Visit (Day 1),,text,2,,ATTSCRV,No Yes Response - N/Y/NA,,,No,,"Set to ""Y"" if SV.VISITNUM=1 and SV.SVSTDTC^=MISSING, ""N"" otherwise.",MT.ADSL.ATTSCRV,,FALSE,TRUE,Derived,,,Y@N
142,ADSL,Sponsor-defined variable,Char,,ATTTRTV,Attended Treatment Visit (Day 1 to 3),,text,2,,ATTTRTV,No Yes Response - N/Y/NA,,,No,,"Set to ""Y"" if SV.VISITNUM=2 and SV.SVSTDTC^=MISSING, ""N"" otherwise.",MT.ADSL.ATTTTRTV,,FALSE,TRUE,Derived,,,Y@N
143,ADSL,Sponsor-defined variable,Char,,ATTFUD8,Attended Follow-Up Visit (Day 8),,text,2,,ATTFUD8,No Yes Response - N/Y/NA,,,No,,"Set to ""Y"" if SV.VISITNUM=3 and SV.SVSTDTC^=MISSING, ""N"" otherwise.",MT.ADSL.ATTFUD8,,FALSE,TRUE,Derived,,,Y@N
144,ADSL,Sponsor-defined variable,Char,,ATTFUD15,Attended Follow-Up Visit (Day 15),,text,2,,ATTFUD15,No Yes Response - N/Y/NA,,,No,,"If SV.VISITNUM=4 and SV.SVSTDTC^=MISSING then ATTFUD15 = ""Y"". Else if DM.COHORT=""COHORT1 (INTRAVENOUS)"" then ATTFUD15 = ""NA"". Else ATTFUD15 = ""N"".",MT.ADSL.ATTFUD15,,TRUE,TRUE,Derived,,,NA@Y
145,ADSL,Sponsor-defined variable,Char,,ATTFUD22,Attended Follow-Up Visit (Day 22),,text,2,,ATTFUD22,No Yes Response - N/Y/NA,,,No,,"If SV.VISITNUM=5 and SV.SVSTDTC^=MISSING then ATTFUD22 = ""Y"". Else if DM.COHORT IN (""COHORT1 (INTRAVENOUS)"" ""COHORT2 (INTRAVENOUS)"") then ATTFUD22 = ""NA"". Else ATTFUD22 = ""N"".",MT.ADSL.ATTFUD22,,TRUE,TRUE,Derived,,,NA@Y
146,ADSL,Sponsor-defined variable,Char,,ATTFUD29,Attended Follow-Up Visit (Day 29),,text,2,,ATTFUD29,No Yes Response - N/Y/NA,,,No,,"If SV.VISITNUM=6 and SV.SVSTDTC^=MISSING then ATTFUD29 = ""Y"". Else if DM.COHORT IN (""COHORT1 (INTRAVENOUS)"" ""COHORT2 (INTRAVENOUS)"") then ATTFUD29 = ""NA"". Else ATTFUD29 = ""N"".",MT.ADSL.ATTFUD29,,TRUE,TRUE,Derived,,,NA@Y
147,ADSL,Sponsor-defined variable,Char,,ATTFUD43,Attended Follow-Up Visit (Day 43),,text,2,,ATTFUD43,No Yes Response - N/Y/NA,,,No,,"If SV.VISITNUM=7 and SV.SVSTDTC^=MISSING then ATTFUD43 = ""Y"". Else if DM.COHORT IN (""COHORT1 (INTRAVENOUS)"" ""COHORT2 (INTRAVENOUS)"" ""COHORT3 (INTRAVENOUS)"") then ATTFUD43 = ""NA"". Else ATTFUD43 = ""N"".",MT.ADSL.ATTFUD43,,TRUE,TRUE,Derived,,,NA@Y
148,ADSL,Sponsor-defined variable,Char,,ATTFUD57,Attended Follow-Up Visit (Day 57),,text,2,,ATTFUD57,No Yes Response - N/Y/NA,,,No,,"If SV.VISITNUM=8 and SV.SVSTDTC^=MISSING then ATTFUD57 = ""Y"". Else if DM.COHORT IN (""COHORT1 (INTRAVENOUS)"" ""COHORT2 (INTRAVENOUS)"" ""COHORT3 (INTRAVENOUS)"") then ATTFUD57 = ""NA"". Else ATTFUD57 = ""N"".",MT.ADSL.ATTFUD57,,TRUE,TRUE,Derived,,,NA@Y
149,ADSL,Sponsor-defined variable,Char,,ATTFUD71,Attended Follow-Up Visit (Day 71),,text,2,,ATTFUD71,No Yes Response - N/Y/NA,,,No,,"If SV.VISITNUM=9 and SV.SVSTDTC^=MISSING  or VISITNUM=98 then ATTFUD71 = ""Y"". Else if DM.COHORT IN (""COHORT1 (INTRAVENOUS)"" ""COHORT2 (INTRAVENOUS)"" ""COHORT3 (INTRAVENOUS)""  ""COHORT4 (INTRAVENOUS)"") then ATTFUD71 = ""NA"". Else ATTFUD71 = ""N"".",MT.ADSL.ATTFUD71,,TRUE,TRUE,Derived,,,NA@Y
150,ADSL,Sponsor-defined variable,Char,,ATTFUD85,Attended Follow-Up Visit (Day 85),,text,2,,ATTFUD85,No Yes Response - N/Y/NA,,,No,,"If SV.VISITNUM=10 and SV.SVSTDTC^=MISSING then ATTFUD85 = ""Y"". Else if DM.COHORT IN (""COHORT1 (INTRAVENOUS)"" ""COHORT2 (INTRAVENOUS)"" ""COHORT3 (INTRAVENOUS)""  ""COHORT4 (INTRAVENOUS)"") then ATTFUD85 = ""NA"". Else ATTFUD85 = ""N"".",MT.ADSL.ATTFUD85,,TRUE,TRUE,Derived,,,NA@Y
19,ADSL_alternative,,Char,,SAFEXRES,Reason for Exclusion from Safety Pop,,text,1,,HEIGHTBL,,,,No,,"If EC.ECREASOC ^=MISSING then SAFEXRES = ""Not treated""",,,TRUE,TRUE,Derived,,,Y@N
21,ADSL_alternative,,Char,,PKEXRES,Reason for Exclusion from PK Analy Pop,,text,1,,WEIGHTBL,,,,No,,"If EC.ECREASOC ^=MISSING then SAFEXRES = ""Not treated""",,,TRUE,TRUE,Derived,,,Y@N
27,ADSL_alternative,ADSL Treatment Variables,Char,Req,TRT01P,Planned Treatment for Period 01,,text,30,,TRT01P,Planned/Actual Treatment ,,,No,,,,,TRUE,TRUE,Predecessor,DM.ARM,,Placebo@0.15 mg MEDI0618 (intravenous)@0.45 mg MEDI0618 (intravenous)@1.35 mg MEDI0618 (intravenous)@4 mg MEDI0618 (intravenous)@12 mg MEDI0618 (intravenous)@40 mg MEDI0618 (intravenous)@100 mg MEDI0618 (intravenous)@200 mg MEDI0618 (intravenous)@100 mg MEDI0618 (subcutaneous)@IV 0.15 mg MEDI0618@IV 0.45 mg MEDI0618@IV 1.35 mg MEDI0618@IV 4 mg MEDI0618@IV 12 mg MEDI0618@IV 40 mg MEDI0618@IV 100 mg MEDI0618@IV 200 mg MEDI0618
22,ADSL_not_used,ADSL Population Indicator Variables,Char,Cond,COMPLFL,Completers Population Flag,,text,1,,BMIBL,No Yes Response,,,No,,"Set to ""Y"" if DS.DSCAT=""DISPOSITION EVENT"" and DS.DSDECOD=""COMPLETED"", ""N"" otherwise",MT.ADSL.COMPLFL,,TRUE,TRUE,Derived,,,Y@N
24,ADSL_not_used,ADSL Population Indicator Variables,Char,Cond,ENRLFL,Enrolled Population Flag,,text,1,,ADAPOSFL,No Yes Response,,,No,,"Set to ""Y"" if DS.DSDECOD=""INFORMED CONSENT OBTAINED"", ""N"" otherwise",MT.ADSL.ENRLFL,,TRUE,TRUE,Derived,,,Y@N
1,ADVS,Identifier Variables for BDS Datasets,Char,Req,STUDYID,Study Identifier,,text,11,,STUDYID,Study Identifier,,,Yes,,,,,,,Predecessor,ADSL.STUDYID,,
2,ADVS,Identifier Variables for BDS Datasets,Char,Req,USUBJID,Unique Subject Identifier,,text,18,,USUBJID,,,,Yes,,,,,,,Predecessor,ADSL.USUBJID,,
3,ADVS,ADSL Identifier Variables,Char,Req,SUBJID,Subject Identifier for the Study,,text,3,,SUBJID,,,,No,,,,,,,Predecessor,ADSL.SUBJID,,
4,ADVS,Identifier Variables for BDS Datasets,Char,Perm,SITEID,Study Site Identifier,,text,2,,SITEID,Study Site Identifier,,,No,,,,,,,Predecessor,ADSL.SITEID,,
5,ADVS,ADSL Subject Demographics Variables,Num,Req,AGE,Age,,integer,2,,AGE,,,,No,,,,,,,Predecessor,ADSL.AGE,,
6,ADVS,ADSL Subject Demographics Variables,Char,Req,AGEU,Age Units,,text,5,,AGEU,Age Units,,,No,,,,,,,Predecessor,ADSL.AGEU,,YEARS
7,ADVS,ADSL Subject Demographics Variables,Char,Req,SEX,Sex,,text,1,,SEX,Sex,,,No,,,,,,,Predecessor,ADSL.SEX,,M@F
8,ADVS,ADSL Subject Demographics Variables,Char,Req,RACE,Race,,text,41,,RACE,Race,,,No,,,,,,,Predecessor,ADSL.RACE,,WHITE@OTHER@BLACK OR AFRICAN AMERICAN@ASIAN
9,ADVS,ADSL Population Indicator Variables,Char,Cond,SAFFL,Safety Population Flag,,text,1,,SAFFL,No Yes Response - N/Y,,,Yes,,,,,,,Predecessor,ADSL.SAFFL,,Y@N
10,ADVS,ADSL Population Indicator Variables (Sponsor-Defined),Char,,PKFL,Pharmacokinetic Analysis Population Flag,,text,1,,PKFL,No Yes Response - N/Y,,,No,,,,,,,Predecessor,ADSL.PKFL,,Y
11,ADVS,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTSDT,Date of First Exposure to Treatment,,integer,5,,TRTSDT,,YYMMDD10.,,No,,,,,,,Predecessor,ADSL.TRTSDT,,
12,ADVS,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTSTM,Time of First Exposure to Treatment,,integer,5,,TRTSTM,,TIME5.,,No,,,,,,,Predecessor,ADSL.TRTSTM,,
13,ADVS,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTSDTM,Datetime of First Exposure to Treatment,,integer,10,,TRTSDTM,,E8601DT16.,,No,,,,,,,Predecessor,ADSL.TRTSDTM,,
14,ADVS,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTEDT,Date of Last Exposure to Treatment,,integer,5,,TRTEDT,,YYMMDD10.,,No,,,,,,,Predecessor,ADSL.TRTEDT,,
15,ADVS,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTETM,Time of Last Exposure to Treatment,,integer,5,,TRTETM,,TIME5.,,No,,,,,,,Predecessor,ADSL.TRTETM,,
16,ADVS,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTEDTM,Datetime of Last Exposure to Treatment,,integer,10,,TRTEDTM,,E8601DT16.,,No,,,,,,,Predecessor,ADSL.TRTEDTM,,
17,ADVS,Record-Level Treatment Variables for BDS Datasets ,Char,Cond,TRTP,Planned Treatment,,text,30,,TRTP,Planned/Actual Treatment ,,,No,,,,,,,Predecessor,ADSL.TRT01P,,Placebo@0.15 mg MEDI0618 (intravenous)@0.45 mg MEDI0618 (intravenous)@1.35 mg MEDI0618 (intravenous)@4 mg MEDI0618 (intravenous)@12 mg MEDI0618 (intravenous)@40 mg MEDI0618 (intravenous)@100 mg MEDI0618 (intravenous)@200 mg MEDI0618 (intravenous)@100 mg MEDI0618 (subcutaneous)@IV 0.15 mg MEDI0618@IV 0.45 mg MEDI0618@IV 1.35 mg MEDI0618@IV 4 mg MEDI0618@IV 12 mg MEDI0618@IV 40 mg MEDI0618@IV 100 mg MEDI0618@IV 200 mg MEDI0618
18,ADVS,Record-Level Treatment Variables for BDS Datasets (Sponsor-Defined),Char,,TRTPG1,Planned Pooled Treatment 1,,text,8,,TRTPG1,Planned/Actual Pooled Treatment,,,No,,,,,,,Predecessor,ADSL.TRT01PG1,,MEDI0618@Placebo
19,ADVS,Record-Level Treatment Variables for BDS Datasets ,Char,,TRTA,Actual Treatment,,text,30,,TRTA,Planned/Actual Treatment ,,,No,,,,,,,Predecessor,ADSL.TRT01A,,Placebo@0.15 mg MEDI0618 (intravenous)@0.45 mg MEDI0618 (intravenous)@1.35 mg MEDI0618 (intravenous)@4 mg MEDI0618 (intravenous)@12 mg MEDI0618 (intravenous)@40 mg MEDI0618 (intravenous)@80 mg MEDI0618 (intravenous)@200 mg MEDI0618 (intravenous)@100 mg MEDI0618 (subcutaneous)@IV 0.15 mg MEDI0618@IV 0.45 mg MEDI0618@IV 1.35 mg MEDI0618@IV 4 mg MEDI0618@IV 12 mg MEDI0618@IV 40 mg MEDI0618@IV 100 mg MEDI0618@IV 200 mg MEDI0618
20,ADVS,Record-Level Treatment Variables for BDS Datasets (Sponsor-Defined),Char,,TRTAG1,Actual Pooled Treatment 1,,text,8,,TRTAG1,Planned/Actual Pooled Treatment,,,No,,,,,,,Predecessor,ADSL.TRT01AG1,,MEDI0618@Placebo
21,ADVS,Grouping Variables for BDS (Sponsor-Defined),Char,,COHORT,Cohort ,,text,23,,COHORT,Cohort,,,No,,,,,,,Predecessor,ADSL.COHORT,,COHORT 1 (INTRAVENOUS)@COHORT 2 (INTRAVENOUS)@COHORT 3 (INTRAVENOUS)@COHORT 4 (INTRAVENOUS)@COHORT 5 (INTRAVENOUS)@COHORT 6 (INTRAVENOUS)@COHORT 7 (INTRAVENOUS)@COHORT 8 (INTRAVENOUS)@COHORT 9 (SUBCUTANEOUS)
22,ADVS,Grouping Variables for BDS (Sponsor-Defined),Char,,COHORTG1,Pooled Cohort Group 1,,text,24,,COHORTG1,Pooled Cohort Group 1,,,No,,,,,,,Predecessor,ADSL.COHORTG1,,COHORT 1 (INTRAVENOUS)@COHORT 2 (INTRAVENOUS)@COHORT 3 (INTRAVENOUS)@COHORT 4 (INTRAVENOUS)@COHORT 5-8 (INTRAVENOUS)@COHORT 9 (SUBCUTANEOUS)
23,ADVS,Grouping Variables for BDS (Sponsor-Defined),Char,,COHORTG2,Pooled Cohort Group 2,,text,24,,COHORTG2,Pooled Cohort Group 2,,,No,,,,,,,Predecessor,ADSL.COHORTG2,,COHORT 1-8 (INTRAVENOUS)
24,ADVS,Sponsor-defined,Char,,ADAPOSFL,ADA Positive at any Visit,,text,1,,ADAPOSFL,No Yes Response - N/Y,,,No,,,,,,,Predecessor,ADSL.ADAPOSFL,,N@Y
25,ADVS,Timing Variables for BDS Datasets,Num,Perm,ADT,Analysis Date,,integer,5,,ADT,,YYMMDD10.,,No,,Date part of VS.VSDTC converted to numeric SAS date,MT.ADVS.ADT,,,,Derived,,,
26,ADVS,Timing Variables for BDS Datasets,Num,Perm,ATM,Analysis Time,,integer,5,,ATM,,TIME5.,,No,,Time part of VS.VSDTC converted to numeric SAS time,MT.ADVS.ATM,,,,Derived,,,
27,ADVS,Timing Variables for BDS Datasets,Num,Perm,ADTM,Analysis Datetime,,integer,10,,ADTM,,E8601DT16.,,No,,VS.VSDTC converted to numeric SAS date,MT.ADVS.ADTM,,,,Derived,,,
28,ADVS,Timing Variables for BDS Datasets,Num,Perm,ADY,Analysis Relative Day ,,integer,3,,ADY,,,,No,,If ADT >= TRTSDT then ADY = ADT - TRTSDT + 1. Else if ADT<TRTSDT then ADY = ADT - TRTSDT,MT.ADVS.ADY,,,,Derived,,,
43,ADVS,Timing Variables for BDS Datasets,Char,Cond,AVISIT,Analysis Visit ,,text,21,,AVISIT,Analysis Visits - ADVS,,,No,,"If ADTM <= TRTSDTM then AVISIT = ""Baseline"". Else if VS.VISIT=""TREATMENT"" then AVISIT = ""Treatment"". Else AVISIT = ""DAY XX"" with XX being the prescribed study day of VS.VISIT",MT.ADVS.AVISIT,,,,Derived,,,Day 8@Treatment@Baseline@Day 15@Day 29@Day 22@Day 57@Day 43@Day 85@Day 71@Early termination@Post-Baseline Maximum@Unscheduled 2.01
44,ADVS,Timing Variables for BDS Datasets,Num,Perm,AVISITN,Analysis Visit (N),,integer,3,,AVISITN,Analysis Visits (N) - ADVS,,,No,Numeric code for AVISITN,,,,,,Assigned,,,
45,ADVS,Timing Variables for BDS Datasets,Char,Cond,ATPT,Analysis Timepoint,,text,8,,ATPT,Analysis Timepoints - ADVS,,,No,,"If VISITNUM=1 then ATPT = ""Pre-dose"". Else if VS.VSTPT=""60 MIN"" then ATPT = ""1 hour"". Else if VS.VSTPT ^= MISSING then ATPT = lowcase(VS.VSTPT). ",MT.ADVS.ATPT,,,,Derived,,,48 hours@24 hours@12 hours@1 hour@45 min@30 min@15 min@Pre-dose@2 hours@4 hours@8 hours
46,ADVS,Timing Variables for BDS Datasets,Num,Perm,ATPTN,Analysis Timepoint (N),,integer,5,,ATPTN,Analysis Timepoints (N) - ADPC,,,No,Numeric code for ATPT,Numeric code for ATPT,,,,,Assigned,,,
47,ADVS,Timing Variables for BDS Datasets,Char,Perm,ATPTREF,Analysis Timepoint Reference,,text,17,,ATPTREF,Analysis Timepoint Reference,,,No,,"If VS.VSTPTREF=""START OF EXPOSURE TO STUDY DRUG"" or VISITNUM=1  then ATPTREF = ""Start of exposure"". Else if VS.VSTPTREF=""END OF EXPOSURE TO STUDY DRUG"" then ATPTREF = ""End of exposure""",MT.ADVS.ATPTREF,,,,Derived,,,End of exposure@Start of exposure
48,ADVS,Timing Variables for BDS Datasets (Sponsor-Defined),Num,,ARFTDTM,Anchor Timepoint for Analysis Rel. Time,,integer,10,,ARFTDTM,,E8601DT16.,,No,,"If VS.VSTPTREF=""START OF TREATMENT"" or VISITNUM=1 then ARFTDTM = TRTSDTM. Else if VS.VSTPTREF=""END OF TREATMENT"" then ARFTDTM = TRTEDTM",MT.ADVS.ARFTDTM,,,,Derived,,,
49,ADVS,Timing Variables for BDS Datasets,Num,Perm,ARELTM,Analysis Relative Time,,integer,5,,ARELTM,,TIME5.,,No,,ARELTM = ADTM - ARFTDTM,MT.ADVS.ARELTM,,,,Derived,,,
50,ADVS,Timing Variables for BDS Datasets,Char,Perm,ARELTMU,Analysis Relative Time Unit,,text,5,,ARELTMU,Analysis Relative Time Unit,,,No,HH:MM,,,,,,Assigned,,,HH:MM
104,ADVS,Analysis Parameter Variables for BDS Datasets,Char,Req,PARAM,Parameter ,,text,31,,PARAM,Parameter - ADVS,,,Yes,Concatenation of VS.VSTEST and VS.VSSTRESU,,,,,,Assigned,,,Diastolic Blood Pressure (mmHg)@Pulse Rate (beats/min)@Respiratory Rate (breaths/min)@Systolic Blood Pressure (mmHg)@Temperature (C)
105,ADVS,Analysis Parameter Variables for BDS Datasets,Char,Req,PARAMCD,Parameter Code,,text,5,,PARAMCD,Parameter Code - ADVS,,,Yes,,,,,,,Predecessor,VS.VSTESTCD,,DIABP@PULSE@RESP@SYSBP@TEMP
110,ADVS,Analysis Parameter Variables for BDS Datasets,Num,Cond,AVAL,Analysis Value,,float,4,1,AVAL,,,,No,,,,,,,Predecessor,VS.VSSTRESN,,
114,ADVS,Analysis Parameter Variables for BDS Datasets,Num,Cond,BASE,Baseline Value,,float,4,1,BASE,,,,No,,"If AVISIT ne ""BASELINE"" or ABLFL=""Y"" then BASE = AVAL of the record with ABLFL=""Y"" within the subject and parameter",MT.ADVS.BASE,,,,Derived,,,
119,ADVS,Analysis Parameter Variables for BDS Datasets,Num,Perm,CHG,Change from Baseline,,float,4,1,CHG,,,,No,,AVAL - BASE,MT.ADVS.CHG,,,,Derived,,,
152,ADVS,Toxicity and Range Variables for BDS Datasets,Char,Perm,ANRIND,Analysis Reference Range Indicator,,text,6,,ANRIND,Reference Range Indicator,,,No,,"If ANRLO <= AVAL <=ANRHI then ANRIND = ""Normal"". Else if AVAL < ANRLO then ANRIND = ""Low"". Else if AVAL > ANRHI then ANRIND = ""High""",MT.ADVS.ANRIND,,,,Derived,,,Normal@Low@High
154,ADVS,Toxicity and Range Variables for BDS Datasets,Num,Perm,ANRLO,Analysis Normal Range Lower Limit,,integer,2,,ANRLO,,,,No,,,,,,,Assigned,,,
156,ADVS,Toxicity and Range Variables for BDS Datasets,Num,Perm,ANRHI,Analysis Normal Range Upper Limit,,float,4,1,ANRHI,,,,No,,,,,,,Assigned,,,
157,ADVS,Toxicity and Range Variables for BDS Datasets,Char,Perm,BNRIND,Baseline Reference Range Indicator,,text,6,,BNRIND,Reference Range Indicator,,,No,,Set to ANRIND of the baseline record identified by ABLFL,MT.ADVS.BNRIND,,,,Derived,,,
164,ADVS,Flag Variables for BDS Datasets,Char,Cond,ABLFL,Baseline Record Flag,,text,1,,ABLFL,No Yes Response - Y,,,No,,"Set to ""Y"" for the record with AVISIT=""Baseline"" and ARELTM closest to 0 within the subject and parameter",MT.ADVS.ABLFL,,,,Derived,,,Y
165,ADVS,Analysis Parameter Criteria Variables for BDS Datasets,Char,Perm,MCRIT1,Analysis Multi-Response Criterion 1,,text,81,,MCRIT1,Analysis Multi-Response Criterion 1 - ADVS,,,No,,,MT.ADVS.MCRIT1ML,,,,Derived,,,Treatment-emergent change (lower limit: -10 mmHg; upper limit: 10 mmHg)@Treatment-emergent change (lower limit: -20 beats/min; upper limit: 15 beats/min)@Treatment-emergent change (lower limit: -20 mmHg; upper limit: 20 mmHg)
166,ADVS,Analysis Parameter Criteria Variables for BDS Datasets,Char,Cond,MCRIT1ML,Multi-Response Criterion 1 Evaluation,,text,13,,MCRIT1ML,Multi-Response Criterion 1 Evaluation - ADVS,,,No,,,MT.ADVS.MCRIT1ML,,,,Derived,,,NORMAL@HIGH INCREASE@HIGH DECREASE
167,ADVS,Analysis Criterion y,Char,Perm,CRIT1,Analysis Criterion 1,,text,60,,CRIT1,Analysis Criterion 1 - ADVS,,,No,,,MT.ADVS.CRIT1,,,,Derived,,,PCI value (outside normal range or high decrease / increase)@PCI value (outside normal range)
168,ADVS,Criterion y Evaluation Result Flag,Char,Cond,CRIT1FL,Criterion 1 Evaluation Result Flag,,text,1,,CRIT1FL,No Yes Response - Y,,,No,,,MT.ADVS.CRIT1FL,,,,Derived,,,N@Y
172,ADVS,Analysis Descriptor Variables for BDS Datasets,Char,Cond,DTYPE,Derivation Type,,text,7,,DTYPE,Derivation Type - ADVS,,,No,"Set to ""MAXIMUM"" for AVISIT = ""Maximum post-baseline value""",,MT.ADVS.DTYPE,,,,Assigned,,,MAXIMUM
173,ADVS,Flag Variables for BDS Datasets,Char,Cond,ANL01FL,Analysis Flag 01,,text,1,,ANL01FL,No Yes Response - Y,,,No,,"If AVISIT NE ""BASELINE"" then ANL01FL=""Y"". Else if AVISIT=""BASELINE"" then ANL01FL is set to ""Y"" for the record with ARELTM1 closest to 0 within the subject and parameter",MT.ADVS.ANL01FL,,,,Derived,,,Y
174,ADVS,SDTM Variable for Traceability,Num,,VSSEQ,Source Sequence Number,,integer,3,,VSSEQ,,,,No,,,,,,,Predecessor,VS.VSSEQ,,
177,ADVS,SDTM Variable for Traceability,Char,,VISIT,Visit Name,,text,18,,VISIT,,,,No,,,,,,,Predecessor,VS.VISIT,,FINAL VISIT DAY 8@TREATMENT@SCREENING@FINAL VISIT DAY 15@FOLLOW-UP DAY 8@FINAL VISIT DAY 29@FOLLOW-UP DAY 22@FOLLOW-UP DAY 15@FINAL VISIT DAY 57@FOLLOW-UP DAY 43@FOLLOW-UP DAY 29@FINAL VISIT DAY 85@FOLLOW-UP DAY 71@FOLLOW-UP DAY 57@UNSCHEDULED 1.01@UNSCHEDULED 1.02@UNSCHEDULED 2.01@EARLY TERMINATION
178,ADVS,SDTM Variable for Traceability,Num,,VISITNUM,Visit Number,,float,4,2,VISITNUM,,,,No,,,,,,,Predecessor,VS.VISITNUM,,
179,ADVS,SDTM Variable for Traceability,Char,,VSTPT,Planned Time Point Name,,text,8,,VSTPT,Planned Time Point Name - VS,,,No,,,,,,,Predecessor,VS.VSTPT,,48 HOURS@24 HOURS@12 HOURS@1 HOUR@60 MIN@45 MIN@30 MIN@15 MIN@PRE-DOSE@DAY -1@2 HOURS@4 HOURS@8 HOURS
180,ADVS,SDTM Variable for Traceability,Char,,VSTPTREF,Time Point Reference,,text,31,,VSTPTREF,Time Point Reference,,,No,,,,,,,Predecessor,VS.VSTPTREF,,END OF EXPOSURE TO STUDY DRUG@START OF EXPOSURE TO STUDY DRUG@START OF TREATMENT@END OF TREATMENT
165,ADVS_not_used,Analysis Parameter Variables for BDS Datasets,Char,Perm,CHGCAT1,Change from Baseline Category y,,text,7,,CHGCAT1,,,,,,,,,TRUE,,Derived,,,MAXIMUM
166,ADVS_not_used,Analysis Criterion y,Char,Perm,CRIT1,Analysis Criterion 1,,text,1,,CRIT1,,,,,,,,,TRUE,,Assigned,,,Y
167,ADVS_not_used,Criterion y Evaluation Result Flag,Char,Cond,CRIT1FL,Criterion 1 Evaluation Result Flag,,text,3,,CRTI1FL,,,,,,,,,TRUE,,Derived,,,
168,ADVS_not_used,Analysis Criterion y,Char,Perm,CRIT2,Analysis Criterion 2,,text,18,,CRIT2,,,,,,,,,TRUE,,Assigned,,,FINAL VISIT DAY 8@TREATMENT@SCREENING@FINAL VISIT DAY 15@FOLLOW-UP DAY 8@FINAL VISIT DAY 29@FOLLOW-UP DAY 22@FOLLOW-UP DAY 15@FINAL VISIT DAY 57@FOLLOW-UP DAY 43@FOLLOW-UP DAY 29@FINAL VISIT DAY 85@FOLLOW-UP DAY 71@FOLLOW-UP DAY 57@UNSCHEDULED 1.01@UNSCHEDULED 1.02@UNSCHEDULED 2.01@EARLY TERMINATION
169,ADVS_not_used,Criterion y Evaluation Result Flag,Char,Cond,CRIT2FL,Criterion 2 Evaluation Result Flag,,text,4,2,CRTI2FL,,,,,,,,,TRUE,,Derived,,,
170,ADVS_not_used,Analysis Criterion y,Char,Perm,CRIT3,Analysis Criterion 3,,text,8,,CRIT3,,,,,,,,,TRUE,,Assigned,,,48 HOURS@24 HOURS@12 HOURS@1 HOUR@60 MIN@45 MIN@30 MIN@15 MIN@PRE-DOSE@DAY -1@2 HOURS@4 HOURS@8 HOURS
171,ADVS_not_used,Criterion y Evaluation Result Flag,Char,Cond,CRIT3FL,Criterion 3 Evaluation Result Flag,,text,31,,CRIT3FL,,,,,,,,,TRUE,,Derived,,,END OF EXPOSURE TO STUDY DRUG@START OF EXPOSURE TO STUDY DRUG@START OF TREATMENT@END OF TREATMENT
1,ADWGHBMI,Identifier Variables for BDS Datasets,Char,Req,STUDYID,Study Identifier,,text,11,,STUDYID,Study Identifier,,,Yes,,,,,,,Predecessor,ADSL.STUDYID,,
